,Management,Business & Financial Operations,Computer & Mathematical,Architecture & Engineering,"Life, Physical, & Social Science",Community & Social Service,Legal,"Education, Training, & Library","Arts, Design, Entertainment, Sports, & Media",Healthcare Practitioners & Technical,Healthcare Support,Protective Service,Food Preparation & Serving Related,Building & Grounds Cleaning & Maintenance,Personal Care & Service,Sales & Related,Office & Administrative Support,"Farming, Fishing, & Forestry",Construction & Extraction,"Installation, Maintenance, & Repair",Production,Transportation & Material Moving,CoL Per Year,Leisure,Health
"Somerset, NJ",62085.51811035999,25105.323310359992,36012.56461036,29880.946810359994,27202.28071036,5652.684610359996,31514.46661035999,10438.603410359996,7315.146410359994,25672.632910359993,-6360.3017896400015,-125.34848964000412,-11364.526789640004,-6813.1142896400015,-8986.614289640005,-6174.001789640002,-2851.884289640002,-9448.051789640002,9984.216510359998,6338.250810359998,-2089.314289640006,-4177.314289640002,31913.589289640004,418.69,2737
"Spartanburg, SC",37629.610975834,17503.94097583399,25837.210975833994,29789.070975833994,18095.370975833997,4349.7709758339915,16042.76097583399,9447.570975833994,6680.290975833996,18139.390975833987,-2793.4690241660064,4930.690975833993,-8126.5090241660055,-5643.049024166008,-7426.6690241660035,-4360.009024166004,2264.170975833993,2739.640975833994,6481.030975833994,5752.0209758339915,4980.910975833991,-135.04902416600817,23974.969024166006,293.45999996,2342
"Spokane, WA",61605.651394283006,31642.791394283006,56023.45139428301,44960.131394283,28329.351394283003,12682.551394283,38596.651394283006,14801.031394283003,14648.151394283006,34652.031394283,4659.251394283001,16124.691394283,-2356.988605716997,2214.6113942830016,-229.14860571699683,3274.131394283002,5581.431394283001,675.4913942830026,17809.491394283003,15169.971394282999,6448.011394282999,6994.771394283001,25567.868605716998,499.99333332000003,1955
"Springfield, IL",48777.479233598,27091.761733598,38969.026733598,36470.65123359801,25273.547233597998,10266.155233598001,40774.407233598,14654.999233598002,12055.149733597998,26611.092733597998,1617.3157335979995,10281.495733598,-4192.031766402,1497.7237335980026,-2304.3052664020033,1506.0287335979992,7880.116233598001,3052.419733597999,27272.195233598006,13385.390233597998,6734.856733598001,4351.321733598001,22039.476766402,282.21428568,2473
"Springfield, MA",53389.66858115201,26946.679081151997,38200.692581152,33508.059581151996,26481.258081152002,3382.370081152003,42149.769581152,16328.077081151998,13018.335581152001,30098.848581152,-969.2214188479993,11209.905081152006,-7607.709918847999,-192.80941884799904,-4655.519418847998,-3733.9449188479994,1393.753081152001,-4049.1549188479985,13874.039081151997,9881.485581151996,2726.2010811520013,-73.36141884799872,29239.410918848,385.25,2660
"Springfield, MO",45547.18251908901,24930.732519088997,35244.288519089,33250.692519088996,17492.136519089006,10199.048519089,29949.570519089,10733.076519089002,10471.716519088997,20934.828519089002,-6.18148091099647,9077.340519089004,-4926.663480910996,-923.867480910998,-3226.755480910997,-159.8174809109987,6400.274519089002,3248.258519089002,15684.396519089001,9515.574519089001,7241.968519089001,5347.124519089,21538.349480910998,335.35500004,2267
"Stamford, CT",44165.456986041994,13818.681986042,22166.586986042006,19273.266986041992,14065.181986042,-2186.4180139579985,18432.201986042004,2959.6319860420044,-3200.693013958,15541.281986042006,-13478.063013957999,-2872.9930139579956,-21854.423013958,-15775.503013958001,-19609.273013958,-16014.543013957998,-11322.273013957998,-17858.803013958,-858.9430139579999,-3014.368013958003,-12306.313013957999,-12129.313013957999,41893.943013958,671.66666672,2483
"State College, PA",52122.048397082006,22262.68189708199,31943.637897081997,27974.595797081998,21121.497997082002,2499.1450970820006,29469.449297082003,12658.154497082,4749.2929970820005,19487.274697081997,-2765.5919029180004,4084.0125970819972,-10742.217502918,-5710.115002918003,-8339.547802918001,-5360.203402918003,1576.8789970819998,-3071.339902918,7162.038997082,5505.336697081995,3245.753497081998,-170.98040291800135,28626.776902918,569.99999996,2321
"Stockton, CA",53115.95220237499,26216.809202374992,42912.85320237499,38823.47620237499,27453.409202374998,9512.298202374994,44951.205202374986,13185.198202375002,15170.536202374999,32496.981202375006,2657.7382023749997,7993.298202375001,-4835.041797625003,-738.3617976249989,-5007.241797625,-99.12179762500091,2284.5582023749994,-5647.321797625002,12450.898202375,9224.598202374997,877.5182023750021,312.5382023750026,26031.601797625,270.0,2121
"Sunnyvale, CA",29951.223979065988,3052.0809790659914,19748.124979065986,15658.747979065993,4288.680979065997,-13652.430020934007,21786.476979065985,-9979.530020933998,-7994.192020934002,9332.252979066005,-20506.990020934,-15171.430020934,-27999.770020934004,-23903.090020934,-28171.970020934,-23263.850020934,-20880.170020934,-28812.050020934003,-10713.830020934001,-13940.130020934004,-22287.210020934,-22852.190020934,49196.330020934,648.12499996,2121
"Syracuse, NY",64351.53603267399,29799.795732673996,34383.689732674,29991.442532674006,20656.571132674002,6913.093532673996,45338.465732674,14127.988532674,18647.886932674,28285.694432673994,-5470.967367326004,4741.446032673997,-8424.404267326005,-2636.125967326003,-7246.628267326003,-4116.5249673260005,88.73613267399924,-1441.1740673260028,14010.252932673993,7569.972032673995,830.9521326739996,1150.7510326739975,28491.580767326002,399.725,2338
"Tacoma, WA",57191.09475117,27228.23475117,51608.89475117,40545.574751169996,23914.794751169997,8267.994751169994,34182.09475117,10386.474751169997,10233.59475117,30237.474751169997,244.69475116999456,11710.134751169993,-6771.545248830003,-2199.945248830005,-4643.705248830003,-1140.4252488300044,1166.8747511699949,-3739.065248830004,13394.934751169996,10755.414751169992,2033.454751169993,2580.214751169995,29982.425248830004,397.30769227999997,1955
"Tallahassee, FL",49813.425892176994,24255.885892176997,33282.82589217699,30201.825892176992,19746.705892176997,7437.525892176996,27722.205892176997,11633.925892176998,10077.825892176992,23662.305892176995,1014.2658921769944,7197.145892176995,-5123.734107823006,-3105.0141078230045,-3757.094107823006,-1358.2141078230052,4462.985892176996,-4851.814107823004,8681.705892176997,6819.765892176994,3132.4258921769942,1738.505892176996,24225.014107823004,347.72333332,2555
"Tampa, FL",42446.31911333401,16888.779113334007,25915.719113334002,22834.719113334002,12379.599113334007,70.4191133340064,20355.099113334007,4266.819113334008,2710.719113334002,16295.199113334005,-6352.840886665996,-169.96088666599462,-12490.840886665996,-10472.120886665994,-11124.200886665996,-8725.320886665995,-2904.1208866659945,-12218.920886665994,1314.5991133340067,-547.3408866659956,-4234.680886665996,-5628.600886665994,31592.120886665994,398.46206892,2555
"Teaneck, NJ",63655.14316706999,26674.948367069992,37582.18966707,31450.571867069993,28771.90576707,7222.309667069996,33084.09166706999,12008.228467069996,8884.771467069993,27242.257967069992,-4790.676732930002,1444.2765670699955,-9794.901732930004,-5243.489232930002,-7416.9892329300055,-4604.376732930003,-1282.2592329300023,-7878.426732930002,11553.841567069998,7907.875867069997,-519.6892329300063,-2607.6892329300026,30343.964232930004,422.5,2737
"Tempe, AZ",36621.619101152,19933.504701152004,33621.885501152006,31512.349501152003,15616.331901152003,3314.1767011520024,31535.215101152007,4596.491901152003,6285.595101152005,25412.397501152005,-1061.6360988479937,5410.067901152008,-7729.023298847995,-5548.248898847996,-6344.972098847997,-3902.028098847997,2821.6471011520043,-7991.192898847996,4350.926301152005,5571.290301152003,1915.999101152007,418.71750115200484,26738.872898847996,344.0,2262
"Texarkana, TX",66913.08250762802,40212.582507628,50314.682507628,50033.482507628,33560.742507628,20136.942507628002,47750.442507627995,24301.362507628,20337.402507628,34154.322507628,7354.402507628003,16365.642507628001,2031.2825076280005,4656.322507628001,1596.562507628003,8640.082507628003,14152.402507628003,4810.322507628001,14672.262507628004,17368.722507628,13972.002507628002,12532.322507628001,16155.677492371999,226.19,2174
"Toledo, OH",48493.410854715,26128.356854715,36792.854554715,34746.260754715,24073.564754715,10687.231454714998,28283.019154714995,17011.847254715,8421.017554715,23858.918354715002,383.0994547150003,8760.903454714993,-4794.097845285003,-753.7516452850032,-2643.1182452850044,627.9858547149961,7477.152354714995,2535.2087547149968,13615.515154715002,11492.155454715,9042.554654714997,4590.383854714997,22035.910345285003,315.05714284,2332
"Topeka, KS",42582.37766105401,23217.603661054003,29844.621661054007,32150.268661054004,21402.873661054007,6899.493661054003,21469.389661054003,8766.279661054003,6326.877661054001,19632.246661054007,256.21916105400305,8610.612661054005,-5251.620838945997,-1063.6433389459962,-3464.2208389459956,-237.7983389459987,5503.787661054004,4445.409661054004,7866.144661054004,10060.449661054,8509.383661054002,6426.370661054003,21817.343338945997,480.5,2244
"Trenton, NJ",70376.773743521,33396.578943521,44303.82024352101,38172.202443521004,35493.536343521,13943.940243521003,39805.722243521,18729.859043521003,15606.402043521,33963.888543520996,1930.9538435210052,8165.907143521003,-3073.271156478997,1478.1413435210052,-695.3586564789985,2117.2538435210045,5439.371343521005,-1156.7961564789948,18275.472143521005,14629.506443521004,6201.941343521001,4113.9413435210045,23622.333656478997,299.94,2737
"Tucson, AZ",37763.287613884,21075.173213884,34763.55401388401,32654.018013884,16758.000413884,4455.845213884,32676.883613884005,5738.160413884001,7427.263613884003,26554.066013884003,80.0324138840042,6551.736413884006,-6587.354786115997,-4406.580386115998,-5203.303586115999,-2760.3595861159993,3963.3156138840022,-6849.524386115998,5492.594813884003,6712.958813884001,3057.667613884005,1560.3860138840028,25597.204386116,408.49499996,2262
"Tulsa, OK",36149.701135890995,20484.631135891002,25283.651135890992,31644.141135891005,17893.861135891,4902.781135890997,23293.671135890996,8299.971135890999,7138.801135890997,17669.021135890995,-1536.3588641090028,7437.601135891,-7206.0888641090005,-4456.298864109001,-6471.538864109003,-2731.5588641090035,3065.991135890996,196.68113589099812,5586.0611358909955,7658.531135890997,5380.031135891,3458.5811358909996,23513.928864109002,425.48333332,2165
"Vancouver, WA",57870.021574564,27907.161574564,52287.821574564005,41224.501574564,24593.721574564,8946.921574563996,34861.021574564,11065.401574563999,10912.521574564002,30916.401574564,923.6215745639965,12389.061574563995,-6092.618425436001,-1521.0184254360029,-3964.7784254360013,-461.49842543600244,1845.8015745639968,-3060.138425436002,14073.861574563998,11434.341574563994,2712.381574563995,3259.141574563997,29303.498425436002,411.99999995999997,1955
"Ventura, CA",44431.13508645099,17531.99208645099,34228.036086450986,30138.659086450993,18768.592086450997,827.4810864509927,36266.388086450985,4500.3810864510015,6485.719086450998,23812.164086451005,-6027.078913549001,-691.518913549,-13519.858913549004,-9423.178913549,-13692.058913549,-8783.938913549002,-6400.258913549002,-14332.138913549003,3766.0810864509986,539.7810864509956,-7807.298913548999,-8372.278913548998,34716.418913549,645.25,2121
"Victorville, CA",53392.08642566599,26492.943425665995,43188.98742566599,39099.610425666,27729.543425666,9788.432425665997,45227.33942566599,13461.332425666005,15446.670425666001,32773.11542566601,2933.8724256660025,8269.432425666004,-4558.907574334,-462.227574333996,-4731.107574333997,177.01242566600195,2560.6924256660022,-5371.187574333999,12727.032425666002,9500.732425666,1153.652425666005,588.6724256660054,25755.467574333998,481.25,2121
"Virginia Beach, VA",59808.80374037299,27850.368740372993,41142.67624037299,29883.00624037299,27783.176240372995,4779.498740372997,36654.403740372996,8102.276240372994,9439.623740372997,17488.996240372995,-5056.368759627003,1843.981240372992,-11952.208759627007,-8491.951259627007,-10446.211259627002,-7552.656259627001,358.1487403729916,-3042.888759627007,1152.548740372993,5530.176240372995,-589.3712596270052,-2002.4262596270055,29238.691259627005,439.0,2472
"Waco, TX",58503.79043155901,31803.290431559002,41905.390431559004,41624.19043155901,25151.450431559,11727.650431559003,39341.150431559,15892.070431559001,11928.110431559002,25745.030431559,-1054.8895684409981,7956.350431559,-6378.009568441001,-3752.969568441,-6812.729568440998,230.79043155900217,5743.110431559002,-3598.969568441,6262.9704315590025,8959.430431559002,5562.710431559,4123.030431559,24564.969568441,470.0,2174
"Waldorf, MD",48582.453261634015,20021.825761634012,33505.00326163402,30213.965761634012,23133.853261634016,-1047.0717383659867,13993.350761634014,6239.8382616340095,3090.0882616340095,18485.040761634016,-10321.576738365984,-2591.9142383659855,-18234.489238365986,-13961.266738365986,-16214.011738365985,-13465.096738365984,-4669.734238365985,-8069.664238365982,-2674.6867383659846,535.8607616340087,-6579.489238365986,-7307.094238365986,36741.796738365985,310.0,2479
"Washington, DC",50777.097431648006,20071.347431648006,29327.622431648015,28521.672431648018,26001.22243164802,-3010.9825683519884,50992.41243164801,3386.7924316480057,12702.572431648012,12145.182431648012,-19061.52256835199,-3092.492568351983,-21802.782568351988,-18563.782568351988,-19364.92256835199,-17863.50256835199,-8660.197568351985,-13256.932568351986,-5865.262568351987,-3261.2325683519884,-6151.977568351984,-16090.922568351984,44443.80256835199,824.62857148,2478
"Wausau, WI",47118.530665422004,21741.522165422004,30824.692065421998,28235.239065421996,20339.200665422,8252.695665422001,24715.447965422,12244.470165422,7780.712265422,24464.392965422,3601.3657654220005,8142.231465421995,-5332.404934577997,-1115.2725345779982,-2654.2484345779994,540.5772654220018,6955.564965422,3987.948665422002,14509.703565422005,10820.629665422002,8023.776065422,6224.081465422001,22067.575334578,440.0,2384
"West Chester, PA",43404.83237768601,13545.465877685994,23226.421877686,19257.379777686,12404.281977686005,-6218.070922313997,20752.233277686006,3940.9384776860024,-3967.9230223139966,10770.058677686,-11482.807922313998,-4633.203422314,-19459.433522313997,-14427.331022314,-17056.763822314,-14077.419422314,-7140.337022313997,-11788.555922313997,-1555.1770223139974,-3211.879322314002,-5471.462522313999,-8888.196422313998,37343.992922314,450.0,2321
"West Hartford, CT",49992.124789155,19645.349789155007,27993.254789155013,25099.934789155,19891.849789155007,3640.2497891550083,24258.86978915501,8786.299789155011,2625.974789155007,21367.949789155013,-7651.395210844992,2953.6747891550112,-16027.755210844993,-9948.835210844994,-13782.605210844995,-10187.875210844992,-5495.605210844991,-12032.135210844994,4967.724789155007,2812.299789155004,-6479.645210844992,-6302.645210844992,36067.27521084499,579.99999996,2483
"West Palm Beach, FL",41655.914472025004,16098.374472025003,25125.314472025,22044.314472025,11589.194472025003,-719.9855279749972,19564.694472025003,3476.414472025004,1920.3144720249984,15504.794472025002,-7143.245527974999,-960.3655279749983,-13281.245527975,-11262.525527974998,-11914.605527975,-9515.725527974999,-3694.525527974998,-13009.325527974997,524.194472025003,-1337.7455279749993,-5025.085527974999,-6419.005527974998,32382.525527974998,399.27272724,2555
"Wheeling, WV",32176.500236948003,18876.355236948,23217.550236948,28513.555236947996,15306.595236947996,6720.380236947996,18743.155236948,8758.915236948,7638.880236947996,16742.995236947998,-1784.0947630520022,3190.0002369479953,-6096.484763052002,-4031.764763052004,-6225.844763052002,-4350.964763052001,1351.330236947997,776.0152369479983,8632.915236948,8953.170236947997,6196.000236947995,2425.1402369479983,23275.324763052,496.66666664,2185
"White Plains, NY",44353.697448255996,9801.957148256006,14385.851148256013,9993.603948256015,658.7325482560118,-13084.745051743994,25340.627148256004,-5869.85005174399,-1349.9516517439915,8287.855848256004,-25468.805951743994,-15256.392551743993,-28422.242851743995,-22633.964551743993,-27244.466851743993,-24114.36355174399,-19909.10245174399,-21439.012651743993,-5987.585651743997,-12427.866551743995,-19166.88645174399,-18847.087551743993,48489.41935174399,504.95999996,2338
"Wichita Falls, TX",61896.03755943201,35195.53755943199,45297.637559432,45016.437559432,28543.697559431992,15119.897559431996,42733.39755943199,19284.317559431995,15320.357559431995,29137.277559431994,2337.3575594319955,11348.597559431993,-2985.762440568007,-360.7224405680063,-3420.4824405680047,3623.0375594319958,9135.357559431995,-206.72244056800628,9655.217559431996,12351.677559431995,8954.957559431994,7515.277559431994,21172.722440568006,194.37500004,2174
"Wichita, KS",40988.401289422014,21623.62728942201,28250.645289422013,30556.29228942201,19808.897289422013,5305.517289422009,19875.41328942201,7172.303289422009,4732.901289422007,18038.270289422013,-1337.757210577991,7016.636289422011,-6845.597210577991,-2657.61971057799,-5058.19721057799,-1831.7747105779927,3909.8112894220103,2851.4332894220097,6272.16828942201,8466.473289422007,6915.407289422008,4832.394289422009,23411.31971057799,463.46590907999996,2244
"Wilmington, DE",59167.52457141802,22990.08257141801,35636.76057141802,31224.308571417998,25237.754571418,3461.98307141801,31645.566571418007,9983.20757141801,2493.326571418009,22476.00257141801,-2725.0524285819956,1930.8990714180072,-10613.499428581992,-6050.260928581993,-8586.555428581993,-7203.736428581993,1582.9600714180087,-2105.852928581993,6599.792571418009,6927.991071418008,-2708.562428581994,-3387.1259285819942,28645.683428581993,566.66666664,2390
"Wilmington, NC",53250.68925903,24714.836759029997,36896.826759029995,30365.32925902999,20269.084259029994,8242.781759029993,21241.75175902999,8092.916759029991,8212.954259029997,19887.874259029988,-2688.2682409700064,6036.891759029993,-7932.135740970007,-4407.813240970005,-6109.980740970004,-2756.123240970006,3848.9817590299936,-1062.2307409700043,7220.216759029998,7269.386759029992,2027.6542590299941,61.51425902999472,24327.393240970006,558.008,2165
"Winston-Salem, NC",53265.07360502501,24729.221105025008,36911.21110502501,30379.713605025,20283.468605025006,8257.166105025004,21256.136105025,8107.3011050250025,8227.338605025008,19902.258605025,-2673.883894974995,6051.276105025005,-7917.7513949749955,-4393.428894974993,-6095.596394974993,-2741.7388949749948,3863.366105025005,-1047.846394974993,7234.601105025009,7283.771105025004,2042.0386050250054,75.89860502500596,24313.008894974995,479.0,2165
"Wylie, TX",70260.90083948302,43560.400839483,53662.500839483,53381.300839483,36908.560839483,23484.760839483002,51098.260839482995,27649.180839483,23685.220839483,37502.140839483,10702.220839483003,19713.460839483,5379.1008394830005,8004.140839483001,4944.380839483003,11987.900839483003,17500.220839483,8158.140839483001,18020.080839483002,20716.540839483,17319.820839483,15880.140839483001,12807.859160516999,195.0,2174
"Youngstown, OH",49837.01443549101,27471.960435491004,38136.458135491004,36089.864335491,25417.168335491006,12030.835035491004,29626.622735491,18355.450835491007,9764.621135491005,25202.521935491008,1726.7030354910057,10104.507035490999,-3450.4942645089977,589.8519354910022,-1299.514664508999,1971.5894354910015,8820.755935491,3878.812335491002,14959.118735491007,12835.759035491006,10386.158235491002,5933.9874354910025,20692.306764508998,272.552,2332
"Yuba City, CA",54881.72544553099,27982.582445530996,44678.62644553099,40589.24944553099,29219.182445531,11278.071445530997,46716.978445530985,14950.971445531006,16936.309445531002,34262.75444553101,4423.511445531003,9759.071445531004,-3069.2685544689994,1027.4114455310046,-3241.4685544689964,1666.6514455310025,4050.331445531003,-3881.548554468998,14216.671445531003,10990.371445531,2643.2914455310056,2078.311445531006,24265.828554468997,528.0,2121
